Policy,Key,Mode,Rebalance days,Turnover,Rotation-equivalent turnover,Return %,VOO return %,Excess vs VOO %,CAGR %,Volatility %,Sharpe,Sortino,Max drawdown %,Calmar,Recovery days,Risk-on time %,Average TQQQ weight %,Sessions
Current strategy: 100% TQQQ risk-on,current_tqqq,current,18,36.0,18.0,2462.843408559319,813.8052368025573,1649.0381717567616,22.567278924116764,44.71377740382427,0.6819859719385589,0.751642115030524,-75.4768426710658,0.298996064560713,868.0,33.209047974148646,33.209047974148646,4023
Entry-locked TQQQ target 60%,entry_target_60,entry_target,18,29.29847784994681,14.649238924973405,2329.024654156535,813.8052368025573,1515.2194173539776,22.15708512543526,36.99925308969305,0.7273469080238455,0.8173158190327864,-63.146767127549495,0.3508823354437195,504.0,33.209047974148646,26.107322750736667,4023
Entry-locked TQQQ target 50%,entry_target_50,entry_target,18,24.94610222872913,12.473051114364566,2137.328413574932,813.8052368025573,1323.5231767723742,21.530949990411983,33.786564128344565,0.7470033711303024,0.8462251030674548,-57.355919990504574,0.3753919385126503,421.0,33.209047974148646,22.297359863994334,4023
Entry-locked TQQQ target 40%,entry_target_40,entry_target,18,19.95688178298331,9.978440891491655,1867.7934830220338,813.8052368025573,1053.9882462194764,20.559630330028057,30.096213870995104,0.7721002106312919,0.8841488596510613,-51.27559087189874,0.400963303989845,472.0,33.209047974148646,17.83788789119547,4023
Entry-locked TQQQ target 30%,entry_target_30,entry_target,18,14.96766133723748,7.48383066861874,1587.283306727749,813.8052368025573,773.4780699251918,19.40615777675072,26.505248500125166,0.8014838098651329,0.9288773495407486,-45.17065259778722,0.4296187161507021,439.0,33.209047974148646,13.378415918396596,4023
Entry-locked half-size above 60% volatility,entry_high_vol_half,entry_filter,18,22.0,11.0,2048.221373913308,813.8052368025573,1234.4161371107507,21.222583335929855,32.74607832514262,0.7523047244977702,0.8517386881569514,-52.96604447664339,0.40068280623236735,476.0,33.209047974148646,20.407655978125778,4023
Entry-locked TQQQ/QLD volatility ladder,entry_leverage_ladder,entry_ladder,18,36.0,18.0,2308.865780081784,813.8052368025573,1495.060543279227,22.09346381152175,34.002173180842725,0.7579585049699638,0.8616718455801289,-57.3589126423381,0.3851792649781508,406.0,33.209047974148646,7.606263982102908,4023
Entry-locked 50% TQQQ / 50% VOO,entry_half,entry_fixed,18,18.0,9.0,1762.3105013966967,813.8052368025573,948.5052645941394,20.145134404542574,29.9186771755514,0.7635441187084598,0.8678175597778559,-52.96604447664337,0.3803405484324216,476.0,33.209047974148646,16.604523987074323,4023
