Fold,Policy key,Train end,Test start,Test end,Test excess %,Test CAGR %,Test max drawdown %,Test Sharpe,Test turnover
4,entry_leverage_ladder,2018-09-07,2018-09-10,2019-09-08,-0.1924750039084433,5.459637767081493,-36.08142514069637,0.33074914667351685,4.0
4,entry_half,2018-09-07,2018-09-10,2019-09-08,-0.30094461744774037,5.35003139662571,-35.23524469894507,0.3275509315514211,2.0
5,current_tqqq,2019-09-06,2019-09-09,2020-09-08,51.854539810372756,65.91338876366375,-63.28862995478233,1.0296538219532017,4.0
5,entry_target_60,2019-09-06,2019-09-09,2020-09-08,35.07172285962146,49.118160652349886,-52.340143254997706,0.9372882099873668,2.390319170121836
5,entry_target_50,2019-09-06,2019-09-09,2020-09-08,29.831614396481964,43.87443584437729,-49.45160157681661,0.9043361498350002,1.991932641768197
5,entry_target_40,2019-09-06,2019-09-09,2020-09-08,24.273797643538806,38.312926571196094,-46.48875114009324,0.8645773208245493,1.5935461134145577
5,entry_target_30,2019-09-06,2019-09-09,2020-09-08,18.45572071981718,32.49114834246638,-43.456223912989735,0.8154296074312006,1.1951595850609182
5,entry_high_vol_half,2019-09-06,2019-09-09,2020-09-08,29.94107282929668,43.98396849611643,-49.510846829579926,0.9050639316038303,2.0
5,entry_leverage_ladder,2019-09-06,2019-09-09,2020-09-08,42.97654371017386,57.02867431183909,-46.957602307365455,1.0325679943297144,4.0
5,entry_half,2019-09-06,2019-09-09,2020-09-08,29.94107282929668,43.98396849611643,-49.510846829579926,0.9050639316038303,2.0
6,current_tqqq,2020-09-08,2020-09-09,2021-09-08,8.881784197001252e-14,34.9829894936573,-7.382920031274698,2.3492111112473415,0.0
6,entry_target_60,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_target_50,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_target_40,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_target_30,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_high_vol_half,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_leverage_ladder,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
6,entry_half,2020-09-08,2020-09-09,2021-09-08,0.0,34.982989493657215,-7.382920031274642,2.3492111112473393,0.0
7,current_tqqq,2021-09-08,2021-09-09,2022-09-08,-44.86746481650593,-54.729946186889265,-66.99824661115137,-0.6523891225741514,2.0
